Index,Clothes,Tops,Bottoms,Dresses,Outers,Goods,Accessories,Shoes,Summer,Winter,Mild Seasons
18581,1,0,1,0,0,0,0,0,0,0,1
18582,1,1,0,0,0,0,0,0,0,0,1
18583,1,1,0,0,0,0,0,0,0,0,1
18584,1,1,0,0,0,0,0,0,0,1,0
18585,1,0,0,0,1,0,0,0,0,1,0
18586,1,1,0,0,0,0,0,0,1,0,0
18587,0,0,0,0,0,1,1,0,0,0,0
18588,1,0,0,1,0,0,0,0,1,0,0
18589,0,0,0,0,0,1,1,0,0,0,0
18590,1,1,0,0,0,0,0,0,0,0,1
18591,0,0,0,0,0,1,0,1,0,0,1
18592,1,0,0,1,0,0,0,0,1,0,0
18593,1,0,1,0,0,0,0,0,0,0,1
18594,0,0,0,0,0,1,0,1,1,0,0
18595,1,1,0,0,0,0,0,0,0,0,1
18596,1,1,0,0,0,0,0,0,0,1,0
18597,1,1,0,0,0,0,0,0,0,1,0
18598,0,0,0,0,0,1,0,1,1,0,0
18599,0,0,0,0,0,1,0,1,1,0,0
18600,1,0,0,1,0,0,0,0,1,0,0
18601,0,0,0,0,0,1,0,1,0,1,0
18602,1,0,0,1,0,0,0,0,1,0,0
18603,1,1,0,0,0,0,0,0,0,1,0
18604,1,1,0,0,0,0,0,0,0,0,1
18605,1,1,0,0,0,0,0,0,1,0,0
18606,1,1,0,0,0,0,0,0,0,1,0
18607,0,0,0,0,0,1,0,1,0,1,0
18608,0,0,0,0,0,1,0,1,0,1,0
18609,1,1,0,0,0,0,0,0,0,0,1
18610,1,1,0,0,0,0,0,0,0,1,0
18611,1,0,0,1,0,0,0,0,1,0,0
18612,1,0,0,1,0,0,0,0,1,0,0
18613,1,0,1,0,0,0,0,0,0,0,1
18614,0,0,0,0,0,1,0,1,0,1,0
18615,0,0,0,0,0,1,0,1,0,0,1
18616,0,0,0,0,0,1,1,0,0,0,0
18617,1,0,0,0,1,0,0,0,0,1,0
18618,0,0,0,0,0,1,0,1,0,1,0
18619,1,1,0,0,0,0,0,0,0,0,1
18620,0,0,0,0,0,1,0,1,0,1,0
18621,0,0,0,0,0,1,0,1,0,0,1
18622,1,1,0,0,0,0,0,0,1,0,0
18623,0,0,0,0,0,1,0,1,0,1,0
18624,0,0,0,0,0,1,0,1,0,0,1
18625,0,0,0,0,0,1,1,0,0,0,0
18626,1,0,1,0,0,0,0,0,0,0,1
18627,1,1,0,0,0,0,0,0,0,1,0
18628,1,1,0,0,0,0,0,0,0,0,1
18629,0,0,0,0,0,1,0,1,0,1,0
18630,1,1,0,0,0,0,0,0,0,1,0
18631,1,0,0,0,1,0,0,0,0,1,0
18632,1,0,0,0,1,0,0,0,0,1,0
18633,1,0,0,1,0,0,0,0,1,0,0
18634,1,1,0,0,0,0,0,0,1,0,0
18635,1,1,0,0,0,0,0,0,1,0,0
18636,0,0,0,0,0,1,0,1,1,0,0
18637,1,0,0,0,1,0,0,0,0,1,0
18638,1,0,0,1,0,0,0,0,1,0,0
18639,1,0,1,0,0,0,0,0,0,0,1
18640,1,0,0,1,0,0,0,0,1,0,0
18641,1,0,0,0,1,0,0,0,0,1,0
18642,0,0,0,0,0,1,1,0,0,0,0
18643,0,0,0,0,0,1,0,1,0,1,0
18644,1,0,1,0,0,0,0,0,0,0,1
18645,1,0,1,0,0,0,0,0,0,0,1
18646,1,1,0,0,0,0,0,0,0,1,0
18647,0,0,0,0,0,1,0,1,1,0,0
18648,1,0,0,1,0,0,0,0,1,0,0
18649,0,0,0,0,0,1,0,1,1,0,0
18650,1,0,0,1,0,0,0,0,1,0,0
18651,1,1,0,0,0,0,0,0,1,0,0
18652,0,0,0,0,0,1,0,1,0,0,1
18653,0,0,0,0,0,1,0,1,1,0,0
18654,0,0,0,0,0,1,0,1,0,0,1
18655,1,0,1,0,0,0,0,0,0,0,1
18656,0,0,0,0,0,1,0,1,0,1,0
18657,0,0,0,0,0,1,0,1,0,1,0
18658,0,0,0,0,0,1,0,1,1,0,0
18659,0,0,0,0,0,1,1,0,0,0,0
18660,0,0,0,0,0,1,0,1,0,0,1
18661,1,0,1,0,0,0,0,0,0,0,1
18662,1,1,0,0,0,0,0,0,0,1,0
18663,0,0,0,0,0,1,0,1,1,0,0
18664,1,0,1,0,0,0,0,0,0,0,1
18665,1,1,0,0,0,0,0,0,1,0,0
18666,0,0,0,0,0,1,0,1,1,0,0
18667,0,0,0,0,0,1,0,1,1,0,0
18668,1,0,0,1,0,0,0,0,1,0,0
18669,0,0,0,0,0,1,0,1,1,0,0
18670,1,0,0,0,1,0,0,0,0,1,0
18671,1,0,1,0,0,0,0,0,0,0,1
18672,1,0,1,0,0,0,0,0,0,0,1
18673,0,0,0,0,0,1,0,1,1,0,0
18674,1,0,0,1,0,0,0,0,1,0,0
18675,1,1,0,0,0,0,0,0,0,1,0
18676,1,0,0,1,0,0,0,0,1,0,0
18677,1,1,0,0,0,0,0,0,1,0,0
18678,1,1,0,0,0,0,0,0,0,0,1
18679,0,0,0,0,0,1,0,1,0,0,1
18680,1,1,0,0,0,0,0,0,0,1,0
18681,1,0,0,1,0,0,0,0,1,0,0
18682,0,0,0,0,0,1,0,1,0,1,0
18683,1,1,0,0,0,0,0,0,0,1,0
18684,1,1,0,0,0,0,0,0,0,1,0
18685,0,0,0,0,0,1,1,0,0,0,0
18686,1,1,0,0,0,0,0,0,0,0,1
18687,1,0,0,1,0,0,0,0,1,0,0
18688,1,1,0,0,0,0,0,0,1,0,0
18689,1,1,0,0,0,0,0,0,0,1,0
18690,0,0,0,0,0,1,0,1,1,0,0
18691,1,1,0,0,0,0,0,0,0,1,0
18692,1,0,0,0,1,0,0,0,0,1,0
18693,0,0,0,0,0,1,0,1,0,1,0
18694,1,0,0,0,1,0,0,0,0,1,0
18695,1,0,0,1,0,0,0,0,1,0,0
18696,0,0,0,0,0,1,0,1,0,0,1
18697,1,1,0,0,0,0,0,0,0,0,1
18698,1,0,1,0,0,0,0,0,0,0,1
18699,1,1,0,0,0,0,0,0,0,0,1
18700,0,0,0,0,0,1,0,1,0,0,1
18701,0,0,0,0,0,1,1,0,0,0,0
18702,0,0,0,0,0,1,1,0,0,0,0
18703,1,0,0,0,1,0,0,0,0,1,0
18704,0,0,0,0,0,1,0,1,1,0,0
18705,1,0,1,0,0,0,0,0,0,0,1
18706,1,1,0,0,0,0,0,0,0,0,1
18707,0,0,0,0,0,1,0,1,0,1,0
18708,1,1,0,0,0,0,0,0,0,1,0
18709,0,0,0,0,0,1,0,1,0,1,0
18710,1,0,1,0,0,0,0,0,0,0,1
18711,0,0,0,0,0,1,0,1,0,0,1
18712,0,0,0,0,0,1,0,1,1,0,0
18713,1,1,0,0,0,0,0,0,1,0,0
18714,1,1,0,0,0,0,0,0,0,0,1
18715,1,1,0,0,0,0,0,0,1,0,0
18716,0,0,0,0,0,1,0,1,1,0,0
18717,1,1,0,0,0,0,0,0,1,0,0
18718,1,0,0,0,1,0,0,0,0,1,0
18719,0,0,0,0,0,1,0,1,0,0,1
18720,1,0,1,0,0,0,0,0,0,0,1
18721,0,0,0,0,0,1,0,1,1,0,0
18722,1,1,0,0,0,0,0,0,0,1,0
18723,1,1,0,0,0,0,0,0,1,0,0
18724,0,0,0,0,0,1,0,1,1,0,0
18725,1,1,0,0,0,0,0,0,0,0,1
18726,1,0,0,0,1,0,0,0,0,1,0
18727,1,1,0,0,0,0,0,0,0,1,0
18728,1,0,0,0,1,0,0,0,0,1,0
18729,1,0,0,1,0,0,0,0,1,0,0
18730,0,0,0,0,0,1,1,0,0,0,0
18731,1,1,0,0,0,0,0,0,0,0,1
18732,0,0,0,0,0,1,0,1,0,1,0
18733,0,0,0,0,0,1,1,0,0,0,0
18734,0,0,0,0,0,1,1,0,0,0,0
18735,1,1,0,0,0,0,0,0,0,1,0
18736,1,0,0,1,0,0,0,0,1,0,0
18737,0,0,0,0,0,1,0,1,0,0,1
18738,1,0,0,1,0,0,0,0,1,0,0
18739,0,0,0,0,0,1,0,1,0,1,0
18740,1,1,0,0,0,0,0,0,0,0,1
18741,1,0,0,0,1,0,0,0,0,1,0
18742,0,0,0,0,0,1,0,1,1,0,0
18743,1,0,0,0,1,0,0,0,0,1,0
18744,0,0,0,0,0,1,0,1,0,1,0
18745,1,0,1,0,0,0,0,0,0,0,1
18746,0,0,0,0,0,1,0,1,0,1,0
18747,1,1,0,0,0,0,0,0,0,1,0
18748,0,0,0,0,0,1,0,1,1,0,0
18749,1,1,0,0,0,0,0,0,1,0,0
18750,1,0,0,0,1,0,0,0,0,1,0
18751,0,0,0,0,0,1,0,1,1,0,0
18752,1,0,0,0,1,0,0,0,0,1,0
18753,0,0,0,0,0,1,0,1,1,0,0
18754,0,0,0,0,0,1,0,1,1,0,0
18755,1,0,0,1,0,0,0,0,1,0,0
18756,0,0,0,0,0,1,0,1,0,1,0
18757,0,0,0,0,0,1,0,1,0,0,1
18758,1,0,0,0,1,0,0,0,0,1,0
18759,1,1,0,0,0,0,0,0,0,1,0
18760,1,1,0,0,0,0,0,0,1,0,0
18761,0,0,0,0,0,1,0,1,0,0,1
18762,1,0,1,0,0,0,0,0,0,0,1
18763,0,0,0,0,0,1,0,1,0,0,1
18764,0,0,0,0,0,1,1,0,0,0,0
18765,1,0,0,0,1,0,0,0,0,1,0
18766,1,1,0,0,0,0,0,0,1,0,0
18767,1,0,0,1,0,0,0,0,1,0,0
18768,0,0,0,0,0,1,0,1,0,0,1
18769,0,0,0,0,0,1,0,1,0,0,1
18770,0,0,0,0,0,1,0,1,0,1,0
18771,1,1,0,0,0,0,0,0,1,0,0
18772,0,0,0,0,0,1,0,1,1,0,0
18773,1,0,0,0,1,0,0,0,0,1,0
18774,1,0,0,0,1,0,0,0,0,1,0
18775,0,0,0,0,0,1,0,1,1,0,0
18776,1,0,1,0,0,0,0,0,0,0,1
18777,1,0,0,0,1,0,0,0,0,1,0
18778,1,1,0,0,0,0,0,0,0,1,0
18779,1,1,0,0,0,0,0,0,0,0,1
18780,0,0,0,0,0,1,1,0,0,0,0
18781,1,1,0,0,0,0,0,0,0,1,0
18782,1,0,1,0,0,0,0,0,0,0,1
18783,0,0,0,0,0,1,0,1,1,0,0
18784,1,0,0,1,0,0,0,0,1,0,0
18785,1,0,0,0,1,0,0,0,0,1,0
18786,0,0,0,0,0,1,0,1,0,0,1
18787,1,1,0,0,0,0,0,0,0,1,0
18788,1,1,0,0,0,0,0,0,0,1,0
18789,0,0,0,0,0,1,1,0,0,0,0
18790,1,0,1,0,0,0,0,0,0,0,1
18791,1,1,0,0,0,0,0,0,0,1,0
18792,1,1,0,0,0,0,0,0,0,0,1
18793,0,0,0,0,0,1,0,1,1,0,0
18794,1,1,0,0,0,0,0,0,0,0,1
18795,0,0,0,0,0,1,0,1,0,1,0
18796,0,0,0,0,0,1,0,1,0,0,1
18797,0,0,0,0,0,1,1,0,0,0,0
18798,0,0,0,0,0,1,0,1,0,0,1
18799,1,0,0,1,0,0,0,0,1,0,0
18800,0,0,0,0,0,1,1,0,0,0,0
18801,1,1,0,0,0,0,0,0,1,0,0
18802,1,0,1,0,0,0,0,0,0,0,1
18803,1,1,0,0,0,0,0,0,0,1,0
18804,1,0,1,0,0,0,0,0,0,0,1
18805,0,0,0,0,0,1,1,0,0,0,0
18806,0,0,0,0,0,1,0,1,0,1,0
18807,1,1,0,0,0,0,0,0,0,0,1
18808,0,0,0,0,0,1,1,0,0,0,0
18809,1,0,1,0,0,0,0,0,0,0,1
18810,1,1,0,0,0,0,0,0,1,0,0
18811,1,1,0,0,0,0,0,0,0,1,0
18812,1,1,0,0,0,0,0,0,0,0,1
18813,0,0,0,0,0,1,1,0,0,0,0
18814,1,0,0,1,0,0,0,0,1,0,0
18815,1,1,0,0,0,0,0,0,0,1,0
18816,0,0,0,0,0,1,1,0,0,0,0
18817,0,0,0,0,0,1,0,1,0,0,1
18818,1,1,0,0,0,0,0,0,0,1,0
18819,0,0,0,0,0,1,0,1,0,1,0
18820,0,0,0,0,0,1,0,1,1,0,0
18821,1,0,0,1,0,0,0,0,1,0,0
18822,0,0,0,0,0,1,0,1,0,0,1
18823,1,0,0,0,1,0,0,0,0,1,0
18824,1,0,0,0,1,0,0,0,0,1,0
18825,1,0,0,0,1,0,0,0,0,1,0
18826,0,0,0,0,0,1,0,1,0,0,1
18827,1,0,1,0,0,0,0,0,0,0,1
18828,1,0,0,1,0,0,0,0,1,0,0
18829,1,0,0,1,0,0,0,0,1,0,0
18830,1,1,0,0,0,0,0,0,0,1,0
18831,1,1,0,0,0,0,0,0,0,1,0
18832,0,0,0,0,0,1,0,1,0,0,1
18833,0,0,0,0,0,1,0,1,1,0,0
18834,0,0,0,0,0,1,0,1,1,0,0
18835,0,0,0,0,0,1,1,0,0,0,0
18836,0,0,0,0,0,1,0,1,0,1,0
18837,1,1,0,0,0,0,0,0,1,0,0
18838,1,1,0,0,0,0,0,0,1,0,0
18839,1,0,1,0,0,0,0,0,0,0,1
18840,1,1,0,0,0,0,0,0,0,0,1
18841,1,0,0,1,0,0,0,0,1,0,0
18842,0,0,0,0,0,1,0,1,1,0,0
18843,0,0,0,0,0,1,0,1,0,1,0
18844,1,0,0,0,1,0,0,0,0,1,0
18845,0,0,0,0,0,1,1,0,0,0,0
18846,1,0,1,0,0,0,0,0,0,0,1
18847,1,0,1,0,0,0,0,0,0,0,1
18848,0,0,0,0,0,1,0,1,0,0,1
18849,0,0,0,0,0,1,0,1,0,0,1
18850,0,0,0,0,0,1,0,1,1,0,0
18851,1,1,0,0,0,0,0,0,0,0,1
18852,1,0,0,0,1,0,0,0,0,1,0
18853,0,0,0,0,0,1,0,1,0,0,1
18854,1,1,0,0,0,0,0,0,0,0,1
18855,1,0,0,0,1,0,0,0,0,1,0
18856,0,0,0,0,0,1,1,0,0,0,0
18857,0,0,0,0,0,1,0,1,0,1,0
18858,1,1,0,0,0,0,0,0,0,1,0
18859,1,0,0,1,0,0,0,0,1,0,0
18860,1,0,0,1,0,0,0,0,1,0,0
18861,0,0,0,0,0,1,0,1,0,0,1
18862,0,0,0,0,0,1,0,1,1,0,0
18863,0,0,0,0,0,1,0,1,0,0,1
18864,0,0,0,0,0,1,0,1,1,0,0
18865,1,1,0,0,0,0,0,0,1,0,0
18866,0,0,0,0,0,1,0,1,0,0,1
18867,0,0,0,0,0,1,1,0,0,0,0
18868,1,1,0,0,0,0,0,0,0,1,0
18869,1,1,0,0,0,0,0,0,1,0,0
18870,1,1,0,0,0,0,0,0,0,0,1
18871,0,0,0,0,0,1,1,0,0,0,0
18872,1,1,0,0,0,0,0,0,0,0,1
18873,1,1,0,0,0,0,0,0,0,0,1
18874,1,1,0,0,0,0,0,0,0,1,0
18875,1,1,0,0,0,0,0,0,0,0,1
18876,1,0,1,0,0,0,0,0,0,0,1
18877,1,0,0,0,1,0,0,0,0,1,0
18878,1,1,0,0,0,0,0,0,0,0,1
18879,0,0,0,0,0,1,0,1,0,0,1
18880,1,0,1,0,0,0,0,0,0,0,1
18881,1,1,0,0,0,0,0,0,1,0,0
18882,1,1,0,0,0,0,0,0,1,0,0
18883,1,1,0,0,0,0,0,0,0,0,1
18884,1,0,0,1,0,0,0,0,1,0,0
18885,1,1,0,0,0,0,0,0,0,0,1
18886,1,0,0,0,1,0,0,0,0,1,0
18887,0,0,0,0,0,1,0,1,1,0,0
18888,1,0,1,0,0,0,0,0,0,0,1
18889,1,0,0,1,0,0,0,0,1,0,0
18890,0,0,0,0,0,1,0,1,0,0,1
18891,1,1,0,0,0,0,0,0,1,0,0
18892,0,0,0,0,0,1,0,1,0,1,0
18893,0,0,0,0,0,1,1,0,0,0,0
18894,0,0,0,0,0,1,0,1,1,0,0
18895,1,1,0,0,0,0,0,0,0,1,0
18896,1,0,0,1,0,0,0,0,1,0,0
18897,0,0,0,0,0,1,0,1,1,0,0
18898,1,0,0,0,1,0,0,0,0,1,0
18899,0,0,0,0,0,1,0,1,0,1,0
18900,0,0,0,0,0,1,0,1,0,0,1
18901,1,0,1,0,0,0,0,0,0,0,1
18902,0,0,0,0,0,1,0,1,0,1,0
18903,1,1,0,0,0,0,0,0,0,0,1
18904,1,0,1,0,0,0,0,0,0,0,1
18905,0,0,0,0,0,1,0,1,0,0,1
18906,0,0,0,0,0,1,0,1,1,0,0
18907,1,0,0,0,1,0,0,0,0,1,0
18908,1,0,0,1,0,0,0,0,1,0,0
18909,1,1,0,0,0,0,0,0,1,0,0
18910,1,1,0,0,0,0,0,0,1,0,0
18911,0,0,0,0,0,1,0,1,1,0,0
18912,0,0,0,0,0,1,0,1,1,0,0
18913,1,1,0,0,0,0,0,0,0,1,0
18914,1,0,0,1,0,0,0,0,1,0,0
18915,0,0,0,0,0,1,0,1,1,0,0
18916,1,1,0,0,0,0,0,0,1,0,0
18917,1,0,0,1,0,0,0,0,1,0,0
18918,0,0,0,0,0,1,0,1,1,0,0
18919,1,0,1,0,0,0,0,0,0,0,1
18920,1,0,1,0,0,0,0,0,0,0,1
18921,0,0,0,0,0,1,0,1,0,0,1
18922,1,0,0,1,0,0,0,0,1,0,0
18923,1,1,0,0,0,0,0,0,1,0,0
18924,1,1,0,0,0,0,0,0,0,0,1
18925,1,0,0,0,1,0,0,0,0,1,0
18926,1,1,0,0,0,0,0,0,0,0,1
18927,0,0,0,0,0,1,0,1,0,0,1
18928,1,0,0,1,0,0,0,0,1,0,0
18929,1,1,0,0,0,0,0,0,0,0,1
18930,1,0,0,0,1,0,0,0,0,1,0
18931,0,0,0,0,0,1,0,1,0,1,0
18932,1,0,0,1,0,0,0,0,1,0,0
18933,0,0,0,0,0,1,0,1,1,0,0
18934,0,0,0,0,0,1,1,0,0,0,0
18935,1,1,0,0,0,0,0,0,0,1,0
18936,0,0,0,0,0,1,1,0,0,0,0
18937,1,0,1,0,0,0,0,0,0,0,1
18938,0,0,0,0,0,1,0,1,0,0,1
18939,1,0,0,0,1,0,0,0,0,1,0
18940,1,1,0,0,0,0,0,0,0,1,0
18941,0,0,0,0,0,1,0,1,0,1,0
18942,1,1,0,0,0,0,0,0,0,0,1
18943,1,1,0,0,0,0,0,0,0,0,1
18944,0,0,0,0,0,1,1,0,0,0,0
18945,1,0,0,1,0,0,0,0,1,0,0
18946,1,0,0,1,0,0,0,0,1,0,0
18947,0,0,0,0,0,1,0,1,0,0,1
18948,1,1,0,0,0,0,0,0,1,0,0
18949,1,1,0,0,0,0,0,0,0,1,0
18950,1,1,0,0,0,0,0,0,0,0,1
18951,1,1,0,0,0,0,0,0,1,0,0
18952,0,0,0,0,0,1,1,0,0,0,0
18953,1,0,0,0,1,0,0,0,0,1,0
18954,0,0,0,0,0,1,0,1,0,1,0
18955,0,0,0,0,0,1,0,1,0,1,0
18956,0,0,0,0,0,1,1,0,0,0,0
18957,1,0,0,1,0,0,0,0,1,0,0
18958,1,0,1,0,0,0,0,0,0,0,1
18959,1,1,0,0,0,0,0,0,0,1,0
18960,0,0,0,0,0,1,0,1,0,0,1
18961,1,0,0,0,1,0,0,0,0,1,0
18962,1,1,0,0,0,0,0,0,0,0,1
18963,1,0,1,0,0,0,0,0,0,0,1
18964,1,1,0,0,0,0,0,0,0,0,1
18965,1,0,1,0,0,0,0,0,0,0,1
18966,1,0,0,1,0,0,0,0,1,0,0
18967,1,0,0,0,1,0,0,0,0,1,0
18968,1,1,0,0,0,0,0,0,0,0,1
18969,0,0,0,0,0,1,0,1,0,1,0
18970,0,0,0,0,0,1,0,1,1,0,0
18971,1,1,0,0,0,0,0,0,0,1,0
18972,0,0,0,0,0,1,0,1,1,0,0
18973,0,0,0,0,0,1,0,1,0,1,0
18974,1,0,0,1,0,0,0,0,1,0,0
18975,0,0,0,0,0,1,0,1,0,0,1
18976,1,0,1,0,0,0,0,0,0,0,1
18977,0,0,0,0,0,1,0,1,1,0,0
18978,1,1,0,0,0,0,0,0,0,1,0
18979,1,0,0,0,1,0,0,0,0,1,0
18980,0,0,0,0,0,1,0,1,1,0,0
18981,1,1,0,0,0,0,0,0,0,0,1
18982,0,0,0,0,0,1,0,1,0,1,0
18983,0,0,0,0,0,1,0,1,1,0,0
18984,1,1,0,0,0,0,0,0,0,0,1
18985,0,0,0,0,0,1,0,1,1,0,0
18986,1,1,0,0,0,0,0,0,0,1,0
18987,0,0,0,0,0,1,1,0,0,0,0
18988,0,0,0,0,0,1,0,1,1,0,0
18989,1,0,0,0,1,0,0,0,0,1,0
18990,1,1,0,0,0,0,0,0,0,0,1
18991,1,0,0,0,1,0,0,0,0,1,0
18992,1,1,0,0,0,0,0,0,0,0,1
18993,0,0,0,0,0,1,0,1,0,0,1
18994,1,1,0,0,0,0,0,0,1,0,0
18995,1,1,0,0,0,0,0,0,0,0,1
18996,1,1,0,0,0,0,0,0,1,0,0
18997,1,0,1,0,0,0,0,0,0,0,1
18998,0,0,0,0,0,1,1,0,0,0,0
18999,0,0,0,0,0,1,1,0,0,0,0
19000,0,0,0,0,0,1,0,1,0,0,1
19001,1,1,0,0,0,0,0,0,0,0,1
19002,0,0,0,0,0,1,1,0,0,0,0
19003,1,1,0,0,0,0,0,0,0,1,0
19004,1,0,1,0,0,0,0,0,0,0,1
19005,1,1,0,0,0,0,0,0,0,0,1
19006,0,0,0,0,0,1,0,1,1,0,0
19007,0,0,0,0,0,1,0,1,1,0,0
19008,0,0,0,0,0,1,1,0,0,0,0
19009,1,0,1,0,0,0,0,0,0,0,1
19010,0,0,0,0,0,1,0,1,1,0,0
19011,1,1,0,0,0,0,0,0,0,0,1
19012,1,1,0,0,0,0,0,0,1,0,0
19013,1,0,0,0,1,0,0,0,0,1,0
19014,1,1,0,0,0,0,0,0,0,0,1
19015,1,1,0,0,0,0,0,0,1,0,0
19016,0,0,0,0,0,1,0,1,1,0,0
19017,0,0,0,0,0,1,0,1,1,0,0
19018,1,1,0,0,0,0,0,0,0,1,0
19019,0,0,0,0,0,1,0,1,0,1,0
19020,1,0,1,0,0,0,0,0,0,0,1
19021,1,0,0,1,0,0,0,0,1,0,0
19022,1,0,1,0,0,0,0,0,0,0,1
19023,1,1,0,0,0,0,0,0,0,0,1
19024,1,1,0,0,0,0,0,0,0,0,1
19025,0,0,0,0,0,1,0,1,0,0,1
19026,0,0,0,0,0,1,1,0,0,0,0
19027,0,0,0,0,0,1,0,1,1,0,0
19028,1,1,0,0,0,0,0,0,1,0,0
19029,1,0,1,0,0,0,0,0,0,0,1
19030,0,0,0,0,0,1,1,0,0,0,0
19031,1,0,1,0,0,0,0,0,0,0,1
19032,0,0,0,0,0,1,0,1,0,1,0
19033,1,1,0,0,0,0,0,0,0,0,1
19034,1,0,1,0,0,0,0,0,0,0,1
19035,1,0,0,1,0,0,0,0,1,0,0
19036,0,0,0,0,0,1,0,1,0,0,1
19037,1,1,0,0,0,0,0,0,0,0,1
19038,1,1,0,0,0,0,0,0,0,0,1
19039,1,0,1,0,0,0,0,0,0,0,1
19040,1,0,0,0,1,0,0,0,0,1,0
19041,1,1,0,0,0,0,0,0,0,1,0
19042,0,0,0,0,0,1,0,1,0,1,0
19043,1,1,0,0,0,0,0,0,1,0,0
19044,1,0,0,0,1,0,0,0,0,1,0
19045,1,0,1,0,0,0,0,0,0,0,1
19046,1,1,0,0,0,0,0,0,0,0,1
19047,0,0,0,0,0,1,0,1,0,1,0
19048,1,1,0,0,0,0,0,0,0,1,0
19049,1,1,0,0,0,0,0,0,0,1,0
19050,1,1,0,0,0,0,0,0,0,1,0
19051,0,0,0,0,0,1,1,0,0,0,0
19052,0,0,0,0,0,1,0,1,0,0,1
19053,1,0,1,0,0,0,0,0,0,0,1
19054,0,0,0,0,0,1,0,1,0,1,0
19055,0,0,0,0,0,1,0,1,1,0,0
19056,0,0,0,0,0,1,0,1,0,1,0
19057,1,1,0,0,0,0,0,0,0,1,0
19058,1,0,1,0,0,0,0,0,0,0,1
19059,1,0,1,0,0,0,0,0,0,0,1
19060,1,1,0,0,0,0,0,0,0,1,0
19061,1,0,1,0,0,0,0,0,0,0,1
19062,1,1,0,0,0,0,0,0,1,0,0
19063,1,1,0,0,0,0,0,0,1,0,0
19064,1,0,1,0,0,0,0,0,0,0,1
19065,1,0,0,0,1,0,0,0,0,1,0
19066,0,0,0,0,0,1,0,1,0,1,0
19067,1,0,0,1,0,0,0,0,1,0,0
19068,1,1,0,0,0,0,0,0,0,1,0
19069,1,1,0,0,0,0,0,0,0,0,1
19070,1,1,0,0,0,0,0,0,0,1,0
19071,1,0,1,0,0,0,0,0,0,0,1
19072,0,0,0,0,0,1,0,1,1,0,0
19073,1,0,0,0,1,0,0,0,0,1,0
19074,1,0,0,1,0,0,0,0,1,0,0
19075,0,0,0,0,0,1,0,1,0,0,1
19076,1,1,0,0,0,0,0,0,0,1,0
19077,1,1,0,0,0,0,0,0,0,1,0
19078,0,0,0,0,0,1,1,0,0,0,0
19079,1,1,0,0,0,0,0,0,0,0,1
19080,1,0,0,0,1,0,0,0,0,1,0
19081,0,0,0,0,0,1,0,1,1,0,0
19082,1,0,0,0,1,0,0,0,0,1,0
19083,1,1,0,0,0,0,0,0,1,0,0
19084,0,0,0,0,0,1,0,1,0,1,0
19085,0,0,0,0,0,1,0,1,0,0,1
19086,1,1,0,0,0,0,0,0,0,1,0
19087,0,0,0,0,0,1,1,0,0,0,0
19088,1,1,0,0,0,0,0,0,0,1,0
19089,0,0,0,0,0,1,0,1,0,1,0
19090,0,0,0,0,0,1,1,0,0,0,0
19091,1,1,0,0,0,0,0,0,0,0,1
19092,1,1,0,0,0,0,0,0,0,0,1
19093,1,1,0,0,0,0,0,0,1,0,0
19094,0,0,0,0,0,1,0,1,0,1,0
19095,1,0,1,0,0,0,0,0,0,0,1
19096,1,1,0,0,0,0,0,0,0,0,1
19097,0,0,0,0,0,1,0,1,0,1,0
19098,0,0,0,0,0,1,0,1,0,1,0
19099,0,0,0,0,0,1,1,0,0,0,0
19100,0,0,0,0,0,1,1,0,0,0,0
19101,0,0,0,0,0,1,0,1,0,0,1
19102,1,0,0,0,1,0,0,0,0,1,0
19103,1,0,1,0,0,0,0,0,0,0,1
19104,1,1,0,0,0,0,0,0,1,0,0
19105,1,0,0,0,1,0,0,0,0,1,0
19106,1,1,0,0,0,0,0,0,0,1,0
19107,0,0,0,0,0,1,1,0,0,0,0
19108,0,0,0,0,0,1,0,1,1,0,0
19109,0,0,0,0,0,1,0,1,0,1,0
19110,1,0,1,0,0,0,0,0,0,0,1
19111,0,0,0,0,0,1,0,1,0,0,1
19112,0,0,0,0,0,1,1,0,0,0,0
19113,1,0,0,1,0,0,0,0,1,0,0
19114,0,0,0,0,0,1,0,1,0,1,0
19115,1,0,1,0,0,0,0,0,0,0,1
19116,1,0,0,1,0,0,0,0,1,0,0
19117,1,0,1,0,0,0,0,0,0,0,1
19118,0,0,0,0,0,1,0,1,0,1,0
19119,1,0,1,0,0,0,0,0,0,0,1
19120,1,1,0,0,0,0,0,0,1,0,0
19121,1,1,0,0,0,0,0,0,1,0,0
19122,1,1,0,0,0,0,0,0,0,1,0
19123,1,1,0,0,0,0,0,0,0,0,1
19124,1,0,0,0,1,0,0,0,0,1,0
19125,1,0,1,0,0,0,0,0,0,0,1
19126,1,1,0,0,0,0,0,0,0,0,1
19127,0,0,0,0,0,1,0,1,0,1,0
19128,1,1,0,0,0,0,0,0,0,0,1
19129,1,1,0,0,0,0,0,0,0,0,1
19130,1,1,0,0,0,0,0,0,0,0,1
19131,0,0,0,0,0,1,0,1,0,0,1
19132,0,0,0,0,0,1,1,0,0,0,0
19133,1,1,0,0,0,0,0,0,1,0,0
19134,1,1,0,0,0,0,0,0,1,0,0
19135,1,1,0,0,0,0,0,0,0,0,1
19136,0,0,0,0,0,1,1,0,0,0,0
19137,1,1,0,0,0,0,0,0,1,0,0
